Postal Code,Age,Gender,Latitude,Longitude,Culture Centre,C_Postal_Code,C_Latitude,C_Longitude,Distance (kms)
V1X 6X4,65 and up,Male,49.87959667,-119.4359126,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,5.322
V1X 6X4,65 and up,Male,49.87959667,-119.4359126,Mary Irwin Theatre,V1Y 6Z1,49.891742,-119.493626,5.322
V1X 6X4,65 and up,Male,49.87959667,-119.4359126,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,5.762
V1X 6X4,65 and up,Male,49.87959667,-119.4359126,Black Box Theatre,V1Y 9P4,49.891643,-119.496589,5.494
V1Y 5R2,65 and up,Undisclosed,49.878073,-119.494065,,,,,
V1Y 3W1,35 to 44,Female,49.889964,-119.461892,Father Pandosy Mission,V1W 4M7,49.847815,-119.468519,6.947
V1Y 3W1,35 to 44,Female,49.889964,-119.461892,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,2.904
V1Y 3W1,35 to 44,Female,49.889964,-119.461892,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,4.061
V1Y 3W1,35 to 44,Female,49.889964,-119.461892,Okanagan Regional Library,V1Y 2A2,49.889007,-119.493507,3.065
V1Y 2V1,35 to 44,Male,49.863707,-119.486805,Okanagan Regional Library,V1Y 2A2,49.889007,-119.493507,3.279
V4T 2B5,19 to 24,Male,49.84212051,-119.6473382,Okanagan Regional Library,V1Y 2A2,49.889007,-119.493507,15.616
V1V 3B9,35 to 44,Male,49.90431,-119.453231,,,,,
V1X 1X3,45 to 54,Female,49.888168,-119.402734,,,,,
V4T 2X8,25 to 34,Female,49.849752,-119.606393,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,14.799
V4T 2X8,25 to 34,Female,49.849752,-119.606393,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,14.287
V4T 2X8,25 to 34,Female,49.849752,-119.606393,Kelowna Actors Studio,V1Y 1Z9,49.889195,-119.493507,14.51
V1Y 4W4,35 to 44,Female,49.855437,-119.487344,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,4.74
V1Y 4W4,35 to 44,Female,49.855437,-119.487344,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,4.601
V1Y 4W4,35 to 44,Female,49.855437,-119.487344,Alternator Centre for Contemporary Art,V1Y 6Z1,49.891742,-119.493626,4.74
V1Y 4W4,35 to 44,Female,49.855437,-119.487344,Prospera Place,V1Y 9V1,49.892657,-119.496618,5.224
V1Y 4W4,35 to 44,Female,49.855437,-119.487344,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,4.663
V1W 3X4,35 to 44,Female,49.857715,-119.481057,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,4.575
V1W 1W5,25 to 34,Female,49.82547,-119.488732,Waterfront Park,V1Y 9R7,49.897295,-119.499295,8.757
V1W 1W5,25 to 34,Female,49.82547,-119.488732,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,7.334
V1V 2R8,45 to 54,Female,49.934674,-119.442054,Okanagan Regional Library,V1Y 2A2,49.889007,-119.493507,8.455
V1Y 3P1,45 to 54,Female,49.893635,-119.468297,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,2.428
V1Y 3P1,45 to 54,Female,49.893635,-119.468297,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,2.677
V1V 2M5,35 to 44,Female,49.91351823,-119.4451143,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,6.651
V1V 2L8,35 to 44,Female,49.918441,-119.441899,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,6.551
V1V 2L8,35 to 44,Female,49.918441,-119.441899,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,6.816
V1V 2L8,35 to 44,Female,49.918441,-119.441899,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,6.706
V1V 1X8,35 to 44,Female,49.929064,-119.440755,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,7.962
V1V 1X8,35 to 44,Female,49.929064,-119.440755,Kelowna Actors Studio,V1Y 1Z9,49.889195,-119.493507,7.796
V1V 1X8,35 to 44,Female,49.929064,-119.440755,The Canadian School of Ballet,V1X 6Y5,49.8849,-119.431907,6.694
V1V 1X8,35 to 44,Female,49.929064,-119.440755,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,7.522
V1V 1X8,35 to 44,Female,49.929064,-119.440755,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,7.806
V1V 1X8,35 to 44,Female,49.929064,-119.440755,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,8.071
V1V 3E6,25 to 34,Female,49.917387,-119.439124,,,,,
V1V 1Z5,Undisclosed,Undisclosed,49.909714,-119.451346,Parks Alive!,V1Y 1K2,49.88294,-119.496597,6.063
V1V 1Z5,Undisclosed,Undisclosed,49.909714,-119.451346,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,5.292
V1X 8C9,55 to 64,Female,49.881574,-119.434179,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,6.434
V1W 4K6,65 and up,Male,49.795766,-119.519441,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,12.237
V1W 4K6,65 and up,Male,49.795766,-119.519441,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,12.473
V1V 3C6,45 to 54,Undisclosed,49.928189,-119.453564,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,7.861
V1V 3C6,45 to 54,Undisclosed,49.928189,-119.453564,Kelowna Actors Studio,V1Y 1Z9,49.889195,-119.493507,7.621
V1V 3C6,45 to 54,Undisclosed,49.928189,-119.453564,The Laurel Packinghouse,V1Y 1Z9,49.889195,-119.493507,7.621
V1V 2L8,25 to 34,Undisclosed,49.918441,-119.441899,French Cultural Centre,V1Y 6P5,49.8863165,-119.4858025,6.129
V1Y 9P2,65 and up,Female,49.875423,-119.482517,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,2.297
V1Y 9P2,65 and up,Female,49.875423,-119.482517,Alternator Centre for Contemporary Art,V1Y 6Z1,49.891742,-119.493626,2.586
V1Y 9P2,65 and up,Female,49.875423,-119.482517,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,2.458
V1Y 9P1,45 to 54,Female,49.89057,-119.479618,UBC Okanagan,V1V 1V7,49.940066,-119.393434,12.537
V1Y 9P1,45 to 54,Female,49.89057,-119.479618,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,1.791
V1Y 9P1,45 to 54,Female,49.89057,-119.479618,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,2.207
V1Y 9P1,45 to 54,Female,49.89057,-119.479618,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,1.923
V1Y 4W4,45 to 54,Male,49.855437,-119.487344,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,4.74
V1Y 4W4,45 to 54,Male,49.855437,-119.487344,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,4.364
V1X 2C9,55 to 64,Male,49.892186,-119.40888,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,7.523
V1Y 1R4,25 to 34,Female,49.881255,-119.495145,UBC Okanagan,V1V 1V7,49.940066,-119.393434,13.141
V1Y 1R4,25 to 34,Female,49.881255,-119.495145,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,0.864
V1Y 9W7,65 and up,Male,49.89481305,-119.4975675,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,0.65
V1Y 9W7,65 and up,Male,49.89481305,-119.4975675,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,0.736
V1Y 9W7,65 and up,Male,49.89481305,-119.4975675,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,1.183
V1Y 9W7,65 and up,Male,49.89481305,-119.4975675,The Laurel Packinghouse,V1Y 1Z9,49.889195,-119.493507,0.924
V1Y 9W7,65 and up,Male,49.89481305,-119.4975675,Parkinson Recreation Centre,V1Y 4P9,49.883203,-119.456992,3.993
V1V 1P2,45 to 54,Male,49.918058,-119.44604,,,,,
V1Y 0B2,25 to 34,Female,49.870339,-119.475581,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,3.654
V1Y 0B2,25 to 34,Female,49.870339,-119.475581,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,3.769
V1Y 0B2,25 to 34,Female,49.870339,-119.475581,Kelowna Farmers' and Crafters' Market,V1Y 9N4,49.883105,-119.437669,4.311
V1V 2A9,35 to 44,Male,49.919767,-119.473448,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,5.803
V1V 2A9,35 to 44,Male,49.919767,-119.473448,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,6.242
V1Y 6P6,Undisclosed,Undisclosed,49.8863165,-119.486017,Parks Alive!,V1Y 1K2,49.88294,-119.496597,1.266
V1Y 6P6,Undisclosed,Undisclosed,49.8863165,-119.486017,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,1.143
V1Y 6P6,Undisclosed,Undisclosed,49.8863165,-119.486017,Black Box Theatre,V1Y 9P4,49.891643,-119.496589,1.34
V1W 4G8,65 and up,Female,49.852691,-119.401363,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,10.737
V1W 4G8,65 and up,Female,49.852691,-119.401363,Parks Alive!,V1Y 1K2,49.88294,-119.496597,9.984
V1X 8B5,65 and up,Male,49.890175,-119.37034,,,,,
V1R 4L9,55 to 64,Female,49.09972,-117.695503,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,318.182
V1R 4L9,55 to 64,Female,49.09972,-117.695503,Waterfront Park,V1Y 9R7,49.897295,-119.499295,318.767
V1P 1A7,45 to 54,Undisclosed,49.912147,-119.364007,,,,,
V1V 3B8,35 to 44,Female,49.907213,-119.466798,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,4.692
V1V 3B8,35 to 44,Female,49.907213,-119.466798,Kelowna Actors Studio,V1Y 1Z9,49.889195,-119.493507,4.433
V1V 3B8,35 to 44,Female,49.907213,-119.466798,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,4.442
V1Y 9P1,65 and up,Female,49.89057,-119.479618,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,1.791
V1Y 9P1,65 and up,Female,49.89057,-119.479618,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,1.978
V1Y 9P1,65 and up,Female,49.89057,-119.479618,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,2.207
V1P 1K9,25 to 34,Female,49.872022,-119.344484,,,,,
V1Y 2Z6,25 to 34,Female,49.87974,-119.482763,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,1.967
V1Y 2Z6,25 to 34,Female,49.87974,-119.482763,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,2.203
V1Y 2Z6,25 to 34,Female,49.87974,-119.482763,Waterfront Park,V1Y 9R7,49.897295,-119.499295,2.946
V1Y 2Z6,25 to 34,Female,49.87974,-119.482763,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,2.087
V1W 5A3,35 to 44,Female,49.793714,-119.509874,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,12.449
V1W 5A3,35 to 44,Female,49.793714,-119.509874,Mission Hill Family Estate Winery,V4T 2E4,49.83631303,-119.5865046,22.104
V1W 5A3,35 to 44,Female,49.793714,-119.509874,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,12.034
V1Y 1Z9,45 to 54,Female,49.889195,-119.493507,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,0.29
V1Y 1Z9,45 to 54,Female,49.889195,-119.493507,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,0.418
V1Y 1Z9,45 to 54,Female,49.889195,-119.493507,The Laurel Packinghouse,V1Y 1Z9,49.889195,-119.493507,0
V1Y 1Z9,45 to 54,Female,49.889195,-119.493507,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,0.259
V1Y 1Z9,45 to 54,Female,49.889195,-119.493507,Kerry Park,V1Y 6N4,49.88632351,-119.4974643,0.604
V1W 5J3,45 to 54,Female,49.819973,-119.486115,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,8.645
V1W 5J3,45 to 54,Female,49.819973,-119.486115,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,8.23
V1W 5J3,45 to 54,Female,49.819973,-119.486115,Okanagan Regional Library,V1Y 2A2,49.889007,-119.493507,8.428
V1W 5J3,45 to 54,Female,49.819973,-119.486115,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,8.156
V1V 2S1,55 to 64,Female,49.934836,-119.442171,,,,,
V1W 3R7,65 and up,Female,49.870255,-119.473839,,,,,
V1V 2T1,35 to 44,Female,49.92954,-119.444678,,,,,
V1V 1V5,35 to 44,Female,49.906947,-119.456176,The Laurel Packinghouse,V1Y 1Z9,49.889195,-119.493507,4.884
V1V 1V5,35 to 44,Female,49.906947,-119.456176,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,4.609
V1V 1V5,35 to 44,Female,49.906947,-119.456176,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,4.893
V1V 2N3,35 to 44,Undisclosed,49.918024,-119.472317,,,,,
V1V 2B1,35 to 44,Female,49.917605,-119.472837,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,6.307
V1V 3C6,35 to 44,Female,49.928189,-119.453564,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,7.346
V1V 3C6,35 to 44,Female,49.928189,-119.453564,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,7.786
V1V 3C6,35 to 44,Female,49.928189,-119.453564,Kelowna Actors Studio,V1Y 1Z9,49.889195,-119.493507,7.621
V1V 3C6,35 to 44,Female,49.928189,-119.453564,Okanagan Symphony Society,V1Y 6P6,49.8863165,-119.486017,7.398
V1V 1A5,Undisclosed,Undisclosed,49.917919,-119.468639,,,,,
V1Y 4E3,35 to 44,Male,49.900818,-119.458366,,,,,
V1X 8B4,35 to 44,Female,49.879787,-119.387687,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,9.69
V1X 8B4,35 to 44,Female,49.879787,-119.387687,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,9.859
V1X 8B4,35 to 44,Female,49.879787,-119.387687,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,10.299
V1X 8G1,35 to 44,Female,49.901159,-119.40259,,,,,
V1V 3C2,35 to 44,Undisclosed,49.945941,-119.38851,,,,,
V1V 2Z3,55 to 64,Female,49.950056,-119.4283362,Kelowna ArtWalk,V4V 1Z7,50.010724,-119.420289,12.698
V1V 2Z3,55 to 64,Female,49.950056,-119.4283362,Tutt Street Gallery,V1Y 2H4,49.864642,-119.489728,12.357
V1Z 1X5,45 to 54,Female,49.846879,-119.549941,,,,,
V1W 3G4,65 and up,Female,49.840209,-119.482289,The Laurel Packinghouse,V1Y 1Z9,49.889195,-119.493507,6.362
V1W 3G4,65 and up,Female,49.840209,-119.482289,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,6.398
V1W 3G4,65 and up,Female,49.840209,-119.482289,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,6.237
V1W 3G4,65 and up,Female,49.840209,-119.482289,Prospera Place,V1Y 9V1,49.892657,-119.496618,6.622
V1W 3G4,65 and up,Female,49.840209,-119.482289,Waterfront Park,V1Y 9R7,49.897295,-119.499295,7.585
V1W 3A5,55 to 64,Female,49.813544,-119.457204,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,11.55
V1W 3A5,55 to 64,Female,49.813544,-119.457204,Waterfront Park,V1Y 9R7,49.897295,-119.499295,12.493
V1W 3A5,55 to 64,Female,49.813544,-119.457204,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,11.506
V1Y 1C9,55 to 64,Male,49.8754,-119.49686,Kelowna City Park,V1Y 1B7,49.880541,-119.499303,0.623
V1Y 1C9,55 to 64,Male,49.8754,-119.49686,Prospera Place,V1Y 9V1,49.892657,-119.496618,2.452
V1Y 1C9,55 to 64,Male,49.8754,-119.49686,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,2.067
V1Y 2W6,55 to 64,Male,49.893436,-119.482716,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,1.447
V1Y 2W6,55 to 64,Male,49.893436,-119.482716,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,1.291
V1Y 9P7,55 to 64,Female,49.896285,-119.498136,,,,,
V1W 5E8,45 to 54,Female,49.850814,-119.476282,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,5.667
V1W 5E8,45 to 54,Female,49.850814,-119.476282,Waterfront Park,V1Y 9R7,49.897295,-119.499295,6.655
V1W 5E8,45 to 54,Female,49.850814,-119.476282,First United Church,V1Y 6P6,49.8863165,-119.486017,4.677
V1W 5E8,45 to 54,Female,49.850814,-119.476282,Kelowna Farmers' and Crafters' Market,V1Y 9N4,49.883105,-119.437669,5.295
V1W 5E8,45 to 54,Female,49.850814,-119.476282,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,5.712
V1W 5E8,45 to 54,Female,49.850814,-119.476282,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,5.904
V4T 1X6,45 to 54,Female,49.844391,-119.61226,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,12.353
V1Y 7Z5,45 to 54,Male,49.87466109,-119.4658214,,,,,
V1Y 3M7,35 to 44,Male,49.897135,-119.469508,,,,,
V1W 3H6,55 to 64,Female,49.855174,-119.48663,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,4.731
V1W 3H6,55 to 64,Female,49.855174,-119.48663,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,4.654
V1Y 6Z8,25 to 34,Female,49.891746,-119.481323,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,1.597
V1Y 6Z8,25 to 34,Female,49.891746,-119.481323,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,1.313
V1Y 6Z8,25 to 34,Female,49.891746,-119.481323,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,1.405
V1Y 6Z8,25 to 34,Female,49.891746,-119.481323,New Arts Collective,V1Y 6N6,49.886332,-119.496458,1.673
V1Y 6Z8,25 to 34,Female,49.891746,-119.481323,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,1.402
V1Y 4W4,25 to 34,Male,49.855437,-119.487344,Kelowna City Park,V1Y 1B7,49.880541,-119.499303,3.765
V1Y 4W4,25 to 34,Male,49.855437,-119.487344,Parks Alive!,V1Y 1K2,49.88294,-119.496597,3.832
V1Y 4W4,25 to 34,Male,49.855437,-119.487344,UBC Okanagan,V1V 1V7,49.940066,-119.393434,14.901
V1Y 6P7,25 to 34,Male,49.886247,-119.480073,,,,,
V1Y 9N7,65 and up,Female,49.877226,-119.445803,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,4.904
V1Y 9N7,65 and up,Female,49.877226,-119.445803,Parkinson Recreation Centre,V1Y 4P9,49.883203,-119.456992,1.457
V1Y 9N7,65 and up,Female,49.877226,-119.445803,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,5.187
V1Y 9N7,65 and up,Female,49.877226,-119.445803,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,5.343
V1Y 9N7,65 and up,Female,49.877226,-119.445803,Prospera Place,V1Y 9V1,49.892657,-119.496618,4.964
V1Y 9N7,65 and up,Female,49.877226,-119.445803,Kelowna Actors Studio,V1Y 1Z9,49.889195,-119.493507,4.566
V1Y 9N7,65 and up,Female,49.877226,-119.445803,Kelowna Forum,V1Y 2X1,49.891389,-119.482757,4.159
V1Y 4W4,19 to 24,Male,49.855437,-119.487344,,,,,
V1W 3N3,35 to 44,Female,49.857421,-119.473114,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,5.219
V1W 3N3,35 to 44,Female,49.857421,-119.473114,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,5.103
V1W 3N3,35 to 44,Female,49.857421,-119.473114,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,5.027
V1W 2W1,25 to 34,Female,49.861652,-119.431688,Prospera Place,V1Y 9V1,49.892657,-119.496618,8.34
V1W 2A4,45 to 54,Female,49.823987,-119.485769,,,,,
V1Y 1Z9,65 and up,Female,49.889195,-119.493507,,,,,
V1W 5K7,45 to 54,Male,49.802662,-119.466163,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,12.285
V1W 5K7,45 to 54,Male,49.802662,-119.466163,Waterfront Park,V1Y 9R7,49.897295,-119.499295,13.272
V1Y 9Y9,45 to 54,Female,49.895542,-119.496231,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,0.603
V1Y 8M5,25 to 34,Male,49.862837,-119.488268,New Arts Collective,V1Y 6N6,49.886332,-119.496458,2.952
V1Y 8M5,25 to 34,Male,49.862837,-119.488268,Alternator Centre for Contemporary Art,V1Y 6Z1,49.891742,-119.493626,3.581
V1Y 9Y9,55 to 64,Male,49.895542,-119.496231,,,,,
V1Y 6A1,45 to 54,Female,49.8817595,-119.4872055,,,,,
V1Y 6J7,35 to 44,Undisclosed,49.884403,-119.48562,,,,,
V1V 2N5,65 and up,Female,49.964134,-119.404193,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,17.462
V1V 2N5,65 and up,Female,49.964134,-119.404193,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,17.178
V1V 2N5,65 and up,Female,49.964134,-119.404193,Okanagan Symphony Society,V1Y 6P6,49.8863165,-119.486017,16.37
V1Z 3W8,65 and up,Male,50.031704,-119.498516,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,24.417
V1V 1V4,65 and up,Female,49.915993,-119.446188,,,,,
V1X 2L5,45 to 54,Undisclosed,49.898275,-119.3912155,,,,,
V1Y 8L7,65 and up,Female,49.886381,-119.478413,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,1.614
V1Y 8L7,65 and up,Female,49.886381,-119.478413,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,1.662
V1Y 8L7,65 and up,Female,49.886381,-119.478413,Waterfront Park,V1Y 9R7,49.897295,-119.499295,2.53
V1Y 8L7,65 and up,Female,49.886381,-119.478413,Mary Irwin Theatre,V1Y 6Z1,49.891742,-119.493626,1.69
V1W 5L8,Undisclosed,Female,49.802982,-119.465688,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,12.299
V1W 5L8,Undisclosed,Female,49.802982,-119.465688,Mary Irwin Theatre,V1Y 6Z1,49.891742,-119.493626,12.375
V1Y 6V8,65 and up,Female,49.889008,-119.493343,,,,,
V1W 4X8,25 to 34,Female,49.809247,-119.472415,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,10.977
V1W 4X8,25 to 34,Female,49.809247,-119.472415,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,11.054
V1W 4X8,25 to 34,Female,49.809247,-119.472415,Stuart Park,V1Y 1J1,49.8885895,-119.4965745,10.933
V1W 4X8,25 to 34,Female,49.809247,-119.472415,Waterfront Park,V1Y 9R7,49.897295,-119.499295,11.92
V1Y 3B6,35 to 44,Female,49.880249,-119.481253,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,2.346
V1Y 3B6,35 to 44,Female,49.880249,-119.481253,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,1.756
V1Y 3B6,35 to 44,Female,49.880249,-119.481253,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,2.154
V1Y 3B6,35 to 44,Female,49.880249,-119.481253,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,2.231
V1Y 3B6,35 to 44,Female,49.880249,-119.481253,Alternator Centre for Contemporary Art,V1Y 6Z1,49.891742,-119.493626,2.231
V1X 5T1,45 to 54,Female,49.883266,-119.402851,Kelowna Art Gallery,V1Y 9R3,49.8906455,-119.496581,8.976
V1X 5T1,45 to 54,Female,49.883266,-119.402851,Kelowna Community Theatre,V1Y 0B4,49.889196,-119.497076,9.132
V1X 5T1,45 to 54,Female,49.883266,-119.402851,Okanagan Heritage Museum,V1Y 6S7,49.88733,-119.494003,7.873
V1X 5T1,45 to 54,Female,49.883266,-119.402851,Rotary Centre for the Arts,V1Y 6Z1,49.891742,-119.493626,8.692
